time jobId jobSize runtime tasks user peer
671 1 34 886 881;892;639;524;1382;514;432;1463;1068;1025;861;1116;1673;523;629;918;926;240;1193;1098;1188;559;1275;508;1330;124;791;721;727;612;1249;800;1529;728 109 2
1085 2 2 1326 1291;1360 1 4
1600 3 8 904 852;979;886;1097;782;1210;787;639 1 4
2581 4 12 885 1272;254;1207;1239;297;1397;999;1040;645;862;1071;342 2 10
2788 5 15 712 298;941;1131;417;374;479;688;442;846;727;1103;585;623;1168;864 18 5
3053 6 7 995 997;892;519;1700;618;1369;873 1 4
11297 7 1 576 576 26 18
11583 8 1 1132 1132 1 4
12261 9 2 883 1275;491 15 12
12980 10 14 828 997;156;946;899;996;176;1069;669;1270;1058;876;1338;573;572 5 9
13175 11 2 1069 1457;681 3 11
14806 12 6 777 257;1251;1176;519;1017;443 2 10
15322 13 3 1142 1147;1148;1131 19 14
17799 14 2 537 420;654 1 4
19722 15 2 570 391;749 37 12
19766 16 9 768 712;1066;463;774;650;920;704;574;1048 40 3
19820 17 3 1066 1273;1195;730 18 5
19905 18 2 800 1188;411 6 19
19992 19 2 796 1023;568 17 13
20039 20 2 839 739;939 17 13
22872 21 2 908 993;822 1 4
22941 22 3 1122 1040;805;1520 1 4
26442 23 1 810 810 5 9
26492 24 2 826 360;1291 3 11
26598 25 3 669 505;849;654 1 4
26697 26 11 1073 1517;936;1103;707;1425;1052;784;956;1323;920;1076 24 3
26706 27 5 851 677;1010;857;837;874 4 11
26813 28 4 1197 874;1614;1302;998 16 12
26910 29 3 1287 1190;1532;1138 57 13
26966 30 19 843 1164;1150;198;1210;941;192;1338;1509;410;562;991;812;874;837;361;1286;803;761;612 9 17
27019 31 10 817 1221;931;1178;252;1090;743;358;637;795;967 115 6
27733 32 1 1180 1180 6 19
27761 33 3 833 388;854;1256 1 4
27859 34 2 781 618;944 1 4
28048 35 3 1222 522;1620;1524 3 11
28161 36 1 1300 1300 2 10
28235 37 5 575 1005;694;457;601;117 297 1
28516 38 3 1017 876;1365;810 3 11
28573 39 2 1196 797;1594 57 13
28585 40 2 926 809;1043 1 4
28595 41 1 1720 1720 4 11
28632 42 6 863 594;1129;427;809;1635;583 1 4
28931 43 3 597 341;1307;143 60 18
29033 44 3 1224 569;1609;1494 1 4
29328 45 4 934 870;352;1359;1155 51 1
29369 46 4 1084 1612;653;557;1512 3 11
29439 47 2 1076 1092;1061 3 11
29448 48 1 965 965 3 11
29602 49 2 910 981;839 3 11
29641 50 2 816 1083;550 72 6
29646 51 6 835 623;627;1074;901;1036;750 28 6
29797 52 7 1051 954;1651;704;986;455;1287;1322 20 14
29800 53 4 1024 1116;641;864;1475 12 7
29841 54 4 602 816;106;250;1234 24 3
29851 55 1 1202 1202 2 10
30566 56 1 993 993 2 10
30682 57 5 1045 1413;1621;1069;275;848 10 9
30755 58 1 1069 1069 5 9
30817 59 7 941 1311;506;857;857;1158;774;1124 19 14
30915 60 4 762 1343;756;587;364 1 4
30931 61 3 712 712;917;508 10 9
33063 62 21 826 853;1242;686;970;553;1194;488;480;816;1166;863;810;963;498;1107;749;1116;677;822;683;616 3 11
33131 63 4 715 1566;616;361;317 1 4
33439 64 4 1066 522;1305;898;1540 14 11
33453 65 7 910 426;845;1038;999;845;1311;903 1 4
33457 66 4 1111 669;1162;924;1688 1 4
33473 67 2 798 920;676 153 11
33725 68 9 841 1472;1029;737;686;258;433;1713;787;457 1 4
33785 69 3 905 126;947;1641 1 4
34484 70 2 1068 520;1616 4 11
34503 71 3 1019 838;764;1454 1 4
34853 72 6 1000 690;1482;1142;1301;1051;331 8 17
35026 73 4 749 1004;292;754;945 22 17
35534 74 6 912 1121;1618;161;1243;327;1003 1 4
35846 75 4 367 363;533;329;242 2 10
35959 76 3 906 130;1157;1431 11 10
36286 77 6 968 732;578;1723;785;1078;911 5 9
36312 78 19 859 1326;553;788;1606;634;1080;917;1264;592;319;799;65;1248;1313;348;672;1361;304;1128 1 4
36466 79 3 697 567;470;1054 56 12
36569 80 4 1103 1211;1229;910;1063 1 4
37016 81 1 609 609 23 9
37035 82 2 1180 1361;998 1 4
37100 83 4 1248 1680;1006;1231;1076 1 4
37141 84 4 793 741;1062;1053;317 1 4
37253 85 14 810 700;576;431;324;632;1534;957;973;737;459;920;763;868;1466 17 13
37385 86 8 822 519;583;1232;248;885;854;1322;929 33 13
37472 87 1 941 941 6 19
37490 88 9 1101 1058;1030;850;1403;1326;1255;798;1194;994 17 13
38555 89 2 354 340;368 2 10
38596 90 11 926 1252;343;655;1391;460;641;1384;615;1423;1005;1016 4 11
38744 91 3 869 689;1349;568 1 4
38800 92 6 635 938;410;295;1190;215;762 28 6
38887 93 1 1348 1348 1 4
39873 94 7 813 954;709;992;621;597;1273;546 1 4
39965 95 1 1156 1156 40 3
40031 96 6 864 998;290;1212;1278;690;718 22 17
40167 97 3 996 1228;1010;749 1 4
40176 98 17 974 681;505;1466;1069;1183;1373;543;1218;759;1365;185;426;1027;1455;963;1404;938 2 10
40385 99 5 1107 1287;1461;1234;864;691 1 4
40521 100 2 1065 1208;922 10 9
40527 101 5 932 782;784;1500;962;630 25 6
40544 102 2 1152 696;1608 1 4
40753 103 2 1079 865;1293 1 4
41413 104 5 1073 1422;1203;1004;1056;678 18 5
41452 105 4 860 431;888;1330;789 50 1
41722 106 2 1012 1108;917 41 2
41726 107 7 725 122;272;897;1473;941;612;760 1 4
42285 108 8 599 281;428;850;105;1153;1158;399;417 2 10
42625 109 4 1020 1707;718;608;1047 1 4
43211 110 4 963 615;1244;1038;954 3 11
43832 111 2 926 663;1189 4 11
44934 112 4 966 1465;259;1096;1046 1 4
44971 113 2 574 592;557 31 2
45010 114 7 794 1191;173;953;854;992;1290;108 4 11
45107 115 3 783 1097;979;274 291 19
45209 116 4 662 200;537;798;1113 1 4
45351 117 3 1173 1292;1354;874 1 4
45902 118 3 1313 1087;1208;1643 1 4
46008 119 8 1000 1459;641;1577;716;1109;148;1161;1187 1 4
46198 120 1 1259 1259 34 3
46223 121 2 1355 1195;1515 2 10
46369 122 3 931 1192;1280;320 2 10
46384 123 3 1139 962;1598;858 7 19
46396 124 5 827 765;985;934;1234;218 33 13
46411 125 6 1103 1488;668;950;1487;1125;898 4 11
46739 126 2 701 1100;302 1 4
47657 127 3 821 943;978;543 245 14
48488 128 1 1508 1508 9 17
48581 129 1 478 478 2 10
48648 130 1 451 451 41 2
49309 131 1 392 392 43 17
49330 132 5 987 964;624;1004;1429;913 2 10
49361 133 6 719 707;1116;472;501;585;934 1 4
49380 134 3 1321 1548;1343;1072 121 8
49419 135 6 972 1178;963;424;1040;1133;1092 1 4
49631 136 4 772 761;1449;371;508 115 6
49836 137 23 897 1033;573;777;1033;1080;993;1262;1104;1240;469;1118;1387;856;828;1336;594;994;295;499;714;759;873;815 3 11
50029 138 1 710 710 208 3
50165 139 12 1028 945;987;1210;1347;1070;298;1502;496;1684;1099;938;755 18 5
50436 140 4 832 751;622;992;964 1 4
52270 141 1 1157 1157 1 4
52432 142 2 1007 1140;874 41 2
53120 143 1 786 786 24 3
53162 144 10 982 1098;1210;936;1156;766;765;1375;737;1120;658 4 11
54804 145 10 912 505;1135;1080;292;1465;676;569;1055;1557;791 158 14
54874 146 14 735 648;1113;540;631;886;1051;1065;791;95;462;154;717;675;1459 21 1
54900 147 3 1048 1235;1276;633 318 7
55395 148 14 883 806;572;1510;1252;1212;440;802;1378;882;615;1212;688;336;660 4 11
55466 149 4 903 996;1146;973;498 1 4
55602 150 1 1730 1730 1 4
55616 151 2 623 282;964 1 4
55738 152 2 1240 892;1589 6 19
56089 153 3 838 331;1346;837 1 4
56135 154 6 680 852;888;501;1180;207;454 3 11
56342 155 3 591 750;556;468 1 4
56587 156 6 865 962;932;438;1326;1133;400 1 4
56796 157 3 722 846;299;1020 1 4
58294 158 2 476 869;82 11 10
58655 159 4 1028 782;1280;869;1179 194 13
58740 160 9 690 701;946;347;647;818;113;974;839;829 1 4
59021 161 2 747 474;1020 62 6
59049 162 16 910 1072;1026;1007;944;980;879;1233;876;1531;542;339;895;547;1314;940;439 1 4
59080 163 3 812 784;731;922 1 4
59334 164 8 1094 977;571;1097;1146;759;1736;1633;834 333 10
59451 165 2 896 928;864 4 11
59495 166 9 415 217;111;902;237;540;256;800;335;337 17 13
59548 167 5 897 600;1011;766;904;1202 1 4
60551 168 2 1144 1549;740 202 2
60601 169 9 1048 996;1327;628;1091;1641;956;1632;315;845 5 9
61269 170 3 713 807;828;504 240 13
61616 171 2 1538 1629;1447 1 4
62143 172 7 737 1312;278;398;694;1052;976;452 49 2
62156 173 2 794 766;821 3 11
62241 174 3 900 410;1177;1114 12 7
62301 175 4 987 1330;1001;374;1244 1 4
62877 176 11 1053 1559;1273;642;1103;1512;1539;1003;814;877;715;546 35 11
62945 177 2 1574 1488;1661 2 10
63553 178 2 902 937;866 10 9
63619 179 4 952 568;853;1001;1384 3 11
64003 180 5 985 1014;704;1309;1065;832 13 4
64200 181 2 851 911;791 164 14
65590 182 21 930 553;1215;986;1111;1447;768;1172;572;1205;877;1372;1080;508;974;1055;282;1040;1013;1221;239;833 1 4
65734 183 2 568 571;565 3 11
65837 184 3 558 461;225;987 1 4
65952 185 24 835 280;890;938;784;720;1503;940;483;446;867;564;731;295;736;713;652;958;1172;1079;1143;995;795;1154;1210 3 11
66432 186 8 1048 1563;835;1402;1011;151;1601;1221;604 4 11
66828 187 3 596 931;763;94 1 4
67403 188 1 328 328 4 11
67858 189 5 1067 939;834;1230;823;1509 1 4
67957 190 2 596 440;753 11 10
68101 191 2 354 557;152 7 19
68461 192 11 815 1058;765;723;488;669;504;1294;565;1284;640;978 4 11
68643 193 2 654 215;1092 1 4
69873 194 1 616 616 5 9
70619 195 4 779 1096;488;296;1237 2 10
71002 196 10 819 1152;491;801;888;1110;1103;810;891;639;309 2 10
71997 197 9 900 731;830;732;1024;579;753;955;1223;1275 1 4
75939 198 7 679 1293;939;834;330;360;602;395 1 4
76835 199 6 908 1157;1368;745;882;586;707 28 6
78430 200 3 938 1070;734;1011 1 4
78590 201 7 903 538;733;1311;1056;399;1053;1229 2 10
78987 202 15 1000 1050;387;1073;619;1197;1296;1492;834;1112;564;1239;1196;979;497;1469 7 19
82609 203 2 1391 1653;1129 5 9
84130 204 4 771 1064;948;275;798 1 4
84328 205 1 446 446 241 9
97929 206 4 1025 1144;820;1008;1127 4 11
98011 207 4 1068 1197;1070;700;1303 1 4
99089 208 2 1168 1274;1061 1 4
115864 209 2 1354 1107;1602 6 19
115875 210 2 1231 1351;1111 3 11
115883 211 2 352 189;514 1 4
115907 212 7 787 735;640;762;1249;1502;324;298 185 14
116023 213 2 1441 1170;1712 2 10
116793 214 32 772 956;689;769;857;506;946;1323;238;1474;449;1094;813;367;1132;1554;725;1066;249;1228;322;654;304;709;72;1066;975;927;936;590;221;173;1332 27 7
116868 215 5 933 1104;754;1302;466;1039 6 19
117004 216 12 653 598;90;961;741;834;608;119;1445;407;458;983;593 37 12
117014 217 4 1062 1532;1021;1275;420 1 4
117130 218 1 1002 1002 1 4
117134 219 18 912 938;996;683;1166;1391;1413;199;238;1233;1075;1356;737;760;1233;1228;500;808;469 1 4
117156 220 2 770 657;884 2 10
117325 221 19 1072 289;1525;1056;1304;980;683;1715;1556;1238;1060;598;1201;1346;316;1133;933;1202;1393;834 17 13
117349 222 2 581 119;1043 29 3
117422 223 6 851 767;874;1373;443;647;1001 28 6
117449 224 2 605 294;916 11 10
117559 225 2 618 716;520 3 11
118048 226 1 948 948 21 1
118083 227 2 650 427;872 1 4
118105 228 3 1145 1271;930;1233 1 4
118280 229 10 877 313;902;1193;1398;781;777;449;691;1475;787 1 4
118283 230 5 945 1201;538;787;707;1492 3 11
118437 231 2 1184 1025;1342 21 1
118485 232 3 603 958;310;540 14 11
118634 233 1 661 661 65 2
118900 234 1 1476 1476 2 10
118976 235 5 658 499;534;983;1010;266 3 11
119834 236 3 788 331;604;1430 58 15
119844 237 1 63 63 1 4
119859 238 2 1056 1370;743 27 7
119880 239 5 857 1081;954;582;1084;586 146 5
119976 240 2 856 829;884 121 8
120029 241 2 963 1082;844 1 4
120069 242 2 950 739;1160 3 11
120205 243 8 826 1115;461;581;852;926;1039;975;662 4 11
120256 244 2 874 817;930 32 14
120321 245 5 604 1049;605;613;443;311 4 11
120582 246 13 818 1350;636;461;182;540;214;1157;594;1235;920;1325;1171;850 32 14
120850 247 3 1109 1547;1014;765 2 10
121619 248 8 737 889;1303;538;1003;374;916;794;80 23 9
121663 249 41 902 1650;964;1072;305;478;341;1265;526;1086;579;905;926;915;915;1162;938;327;61;543;859;210;714;1039;1044;1200;1409;626;1333;786;662;917;1042;1022;847;1017;827;943;1636;1194;1087;1627 11 10
121787 250 2 1238 1156;1319 5 9
121894 251 3 1049 1186;365;1597 2 10
122022 252 9 873 1087;935;661;393;704;1358;1523;322;874 3 11
122231 253 3 803 89;1154;1166 2 10
122533 254 4 838 649;912;1002;788 1 4
122560 255 1 764 764 9 17
